cnes_codigo,cod_cep,cep_limpo,codufmun,municipio_codigo_6,uf_codigo,tp_unid,tpgestao,esfera_a,nat_jur,competen,cep_valido,municipio_valido,uf_valida,spatial_resolution_available,spatial_resolution_target,fallback_rule,cnes_competencia,source_system,lookup_scope,latitude,longitude,spatial_resolution_final,spatial_source,geocode_quality,municipio_nome,uf_sigla,uf_nome
2000067,69960000,69960000,120030,120030,12,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-8.1894058,-70.3357351,cep,nominatim_cep,aproximado_por_cep,Feijó,AC,Acre
2000083,69990000,69990000,120033,120033,12,05,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-7.6056454,-72.9131889,cep,nominatim_cep,aproximado_por_cep,Mâncio Lima,AC,Acre
2000091,69990000,69990000,120033,120033,12,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-7.6056454,-72.9131889,cep,nominatim_cep,aproximado_por_cep,Mâncio Lima,AC,Acre
2000105,69990000,69990000,120033,120033,12,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-7.6056454,-72.9131889,cep,nominatim_cep,aproximado_por_cep,Mâncio Lima,AC,Acre
2000121,69970000,69970000,120060,120060,12,05,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-8.276808,-70.9398332,cep,nominatim_cep,aproximado_por_cep,Tarauacá,AC,Acre
2000261,69980000,69980000,120020,120020,12,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-7.6297137,-72.6753161,cep,nominatim_cep,aproximado_por_cep,Cruzeiro do Sul,AC,Acre
2000296,69980000,69980000,120020,120020,12,07,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-7.6297137,-72.6753161,cep,nominatim_cep,aproximado_por_cep,Cruzeiro do Sul,AC,Acre
2000385,69900970,69900970,120040,120040,12,07,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.9970747,-67.8269972,cep,nominatim_cep,aproximado_por_cep,Rio Branco,AC,Acre
2000636,69960000,69960000,120030,120030,12,05,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-8.1894058,-70.3357351,cep,nominatim_cep,aproximado_por_cep,Feijó,AC,Acre
2000679,69925000,69925000,120045,120045,12,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-10.1061571,-67.6580161,cep,nominatim_cep,aproximado_por_cep,Senador Guiomard,AC,Acre
2000725,69925000,69925000,120045,120045,12,05,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-10.1061571,-67.6580161,cep,nominatim_cep,aproximado_por_cep,Senador Guiomard,AC,Acre
2000733,69900900,69900900,120040,120040,12,07,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.9645447,-67.8182623,cep,nominatim_cep,aproximado_por_cep,Rio Branco,AC,Acre
2000857,69911108,69911108,120040,120040,12,07,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Rio Branco,AC,Acre
2000865,69940000,69940000,120050,120050,12,05,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.1570571,-68.8329528,cep,nominatim_cep,aproximado_por_cep,Sena Madureira,AC,Acre
2000970,69950000,69950000,120034,120034,12,15,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-8.8371721,-69.2621354,cep,nominatim_cep,aproximado_por_cep,Manoel Urbano,AC,Acre
2000997,69928000,69928000,120038,120038,12,05,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-10.3031996,-67.2370857,cep,nominatim_cep,aproximado_por_cep,Plácido de Castro,AC,Acre
2001020,69935000,69935000,120005,120005,12,15,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-10.9218201,-69.5540416,cep,nominatim_cep,aproximado_por_cep,Assis Brasil,AC,Acre
2001500,69932000,69932000,120010,120010,12,05,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-10.9923727,-68.7716533,cep,nominatim_cep,aproximado_por_cep,Brasiléia,AC,Acre
2001578,69900478,69900478,120040,120040,12,05,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.9669633,-67.8174478,cep,nominatim_cep,aproximado_por_cep,Rio Branco,AC,Acre
2001586,69920193,69920193,120040,120040,12,05,E,E,1147,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.9705123,-67.8540182,cep,nominatim_cep,aproximado_por_cep,Rio Branco,AC,Acre
2002019,69918480,69918480,120040,120040,12,73,E,E,2143,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-23.4647655,-46.8584264,cep,nominatim_cep,aproximado_por_cep,Rio Branco,AC,Acre
2002078,69900970,69900970,120040,120040,12,05,E,E,3999,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.9970747,-67.8269972,cep,nominatim_cep,aproximado_por_cep,Rio Branco,AC,Acre
2003139,69934000,69934000,120025,120025,12,50,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-11.0241515,-68.7248487,cep,nominatim_cep,aproximado_por_cep,Epitaciolândia,AC,Acre
2003570,57700000,57700000,270940,270940,27,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.3773339,-36.2473428,cep,nominatim_cep,aproximado_por_cep,Viçosa,AL,Alagoas
2003775,57200000,57200000,270670,270670,27,05,M,M,3999,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-10.238641,-36.6187994,cep,nominatim_cep,aproximado_por_cep,Penedo,AL,Alagoas
2003856,57975000,57975000,270210,270210,27,15,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-8.9112304,-35.7192259,cep,nominatim_cep,aproximado_por_cep,Colônia Leopoldina,AL,Alagoas
2004437,57635000,57635000,270900,270900,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Tanque d'Arca,AL,Alagoas
2004585,57800000,57800000,270930,270930,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.1320584,-36.0363338,cep,nominatim_cep,aproximado_por_cep,União dos Palmares,AL,Alagoas
2004593,57800000,57800000,270930,270930,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.1320584,-36.0363338,cep,nominatim_cep,aproximado_por_cep,União dos Palmares,AL,Alagoas
2004801,57300090,57300090,270030,270030,27,36,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Arapiraca,AL,Alagoas
2004836,57305190,57305190,270030,270030,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Arapiraca,AL,Alagoas
2004852,57318450,57318450,270030,270030,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Arapiraca,AL,Alagoas
2004968,57311500,57311500,270030,270030,27,36,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Arapiraca,AL,Alagoas
2005026,57300070,57300070,270030,270030,27,05,M,M,2062,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Arapiraca,AL,Alagoas
2005050,57300080,57300080,270030,270030,27,05,M,M,3999,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Arapiraca,AL,Alagoas
2005417,57300440,57300440,270030,270030,27,05,M,M,2062,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Arapiraca,AL,Alagoas
2006197,57072900,57072900,270430,270430,27,05,M,M,1104,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.5548057,-35.7765468,cep,nominatim_cep,aproximado_por_cep,Maceió,AL,Alagoas
2006448,57050000,57050000,270430,270430,27,05,M,M,3069,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.6462652,-35.7341512,cep,nominatim_cep,aproximado_por_cep,Maceió,AL,Alagoas
2006472,57052827,57052827,270430,270430,27,05,M,M,2054,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.6208127,-35.736381,cep,nominatim_cep,aproximado_por_cep,Maceió,AL,Alagoas
2006510,57010000,57010000,270430,270430,27,05,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.6492868,-35.7504199,cep,nominatim_cep,aproximado_por_cep,Maceió,AL,Alagoas
2006960,57035240,57035240,270430,270430,27,05,M,M,2062,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.6573225,-35.7039528,cep,nominatim_cep,aproximado_por_cep,Maceió,AL,Alagoas
2007037,57020360,57020360,270430,270430,27,05,M,M,3999,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.6667182,-35.7412354,cep,nominatim_cep,aproximado_por_cep,Maceió,AL,Alagoas
2007401,57260000,57260000,270420,270420,27,15,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.7373938,-36.482268,cep,nominatim_cep,aproximado_por_cep,Limoeiro de Anadia,AL,Alagoas
2007444,57670000,57670000,270480,270480,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Maribondo,AL,Alagoas
2007673,57150000,57150000,270690,270690,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.6004201,-35.9587467,cep,nominatim_cep,aproximado_por_cep,Pilar,AL,Alagoas
2007819,57160000,57160000,270470,270470,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.7270116,-35.8382056,cep,nominatim_cep,aproximado_por_cep,Marechal Deodoro,AL,Alagoas
2007886,57160000,57160000,270470,270470,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.7270116,-35.8382056,cep,nominatim_cep,aproximado_por_cep,Marechal Deodoro,AL,Alagoas
2007894,57160000,57160000,270470,270470,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.7270116,-35.8382056,cep,nominatim_cep,aproximado_por_cep,Marechal Deodoro,AL,Alagoas
2008033,57690000,57690000,270040,270040,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.5085496,-36.03611,cep,nominatim_cep,aproximado_por_cep,Atalaia,AL,Alagoas
2008793,57290000,57290000,270750,270750,27,04,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Porto Real do Colégio,AL,Alagoas
2009099,57480000,57480000,270240,270240,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.3764011,-37.9992154,cep,nominatim_cep,aproximado_por_cep,Delmiro Gouveia,AL,Alagoas
2009250,57025200,57025200,270430,270430,27,07,E,E,1112,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Maceió,AL,Alagoas
2010151,57241234,57241234,270860,270860,27,05,M,M,3999,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-23.4647655,-46.8584264,cep,nominatim_cep,aproximado_por_cep,São Miguel dos Campos,AL,Alagoas
2010224,57242046,57242046,270860,270860,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,São Miguel dos Campos,AL,Alagoas
2010356,57230000,57230000,270230,270230,27,05,M,M,3999,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-10.1016266,-36.1436824,cep,nominatim_cep,aproximado_por_cep,Coruripe,AL,Alagoas
2010631,57601370,57601370,270630,270630,27,05,M,M,3999,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Palmeira dos Índios,AL,Alagoas
2011042,57422318,57422318,270070,270070,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-23.4647655,-46.8584264,cep,nominatim_cep,aproximado_por_cep,Batalha,AL,Alagoas
2011115,57670000,57670000,270480,270480,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Maribondo,AL,Alagoas
2011123,57930000,57930000,270650,270650,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Passo de Camaragibe,AL,Alagoas
2011433,57320000,57320000,270235,270235,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.6944846,-36.7969696,cep,nominatim_cep,aproximado_por_cep,Craíbas,AL,Alagoas
2011603,57700000,57700000,270940,270940,27,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-9.3773339,-36.2473428,cep,nominatim_cep,aproximado_por_cep,Viçosa,AL,Alagoas
2011905,69230000,69230000,130310,130310,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Nova Olinda do Norte,AM,Amazonas
2011964,69750000,69750000,130380,130380,13,36,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-0.1163386,-67.0952755,cep,nominatim_cep,aproximado_por_cep,São Gabriel da Cachoeira,AM,Amazonas
2011972,69460000,69460000,130120,130120,13,50,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-4.0932034,-63.1423419,cep,nominatim_cep,aproximado_por_cep,Coari,AM,Amazonas
2012030,69083000,69083000,130260,130260,13,07,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.0766425,-59.9506284,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2012383,69200000,69200000,130080,130080,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-4.3858808,-59.5935206,cep,nominatim_cep,aproximado_por_cep,Borba,AM,Amazonas
2012472,69065130,69065130,130260,130260,13,07,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.1179719,-59.9998844,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2012480,69036110,69036110,130260,130260,13,07,M,M,1031,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.0997193,-60.0555909,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2012502,69850000,69850000,130070,130070,13,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Boca do Acre,AM,Amazonas
2012553,69480000,69480000,130410,130410,13,05,M,M,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-5.6225609,-63.1856342,cep,nominatim_cep,aproximado_por_cep,Tapauá,AM,Amazonas
2012618,69830000,69830000,130240,130240,13,05,M,M,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-7.2503049,-64.7837277,cep,nominatim_cep,aproximado_por_cep,Lábrea,AM,Amazonas
2012634,69830000,69830000,130240,130240,13,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-7.2503049,-64.7837277,cep,nominatim_cep,aproximado_por_cep,Lábrea,AM,Amazonas
2012685,69079015,69079015,130260,130260,13,05,E,E,1147,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2012758,69096000,69096000,130260,130260,13,73,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2012766,69035366,69035366,130260,130260,13,73,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-23.4647655,-46.8584264,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2012812,69685000,69685000,130423,130423,13,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-2.8647086,-67.7813342,cep,nominatim_cep,aproximado_por_cep,Tonantins,AM,Amazonas
2012839,69415000,69415000,130185,130185,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.2749666,-60.1905591,cep,nominatim_cep,aproximado_por_cep,Iranduba,AM,Amazonas
2012901,69036100,69036100,130260,130260,13,02,M,M,1031,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2013029,69043170,69043170,130260,130260,13,07,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2013045,69240000,69240000,130030,130030,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Autazes,AM,Amazonas
2013258,69400797,69400797,130250,130250,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Manacapuru,AM,Amazonas
2013282,69265000,69265000,130014,130014,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-7.1991122,-59.8886825,cep,nominatim_cep,aproximado_por_cep,Apuí,AM,Amazonas
2013320,69722052,69722052,130353,130353,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-23.4647655,-46.8584264,cep,nominatim_cep,aproximado_por_cep,Presidente Figueiredo,AM,Amazonas
2013339,69724028,69724028,130353,130353,13,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Presidente Figueiredo,AM,Amazonas
2013495,69495000,69495000,130210,130210,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Japurá,AM,Amazonas
2013509,69074000,69074000,130260,130260,13,05,E,E,1015,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2013568,69510970,69510970,130195,130195,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Itamarati,AM,Amazonas
2013606,69040000,69040000,130260,130260,13,05,E,E,1147,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.090879,-60.0438638,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2013622,69890000,69890000,130180,130180,13,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-7.0489697,-71.6865118,cep,nominatim_cep,aproximado_por_cep,Ipixuna,AM,Amazonas
2013649,69057001,69057001,130260,130260,13,05,E,E,1023,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-3.1058233,-60.0137342,cep,nominatim_cep,aproximado_por_cep,Manaus,AM,Amazonas
2014688,69280000,69280000,130270,130270,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Manicoré,AM,Amazonas
2015242,69700000,69700000,130040,130040,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-0.9739492,-62.919539,cep,nominatim_cep,aproximado_por_cep,Barcelos,AM,Amazonas
2015277,69700000,69700000,130040,130040,13,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-0.9739492,-62.919539,cep,nominatim_cep,aproximado_por_cep,Barcelos,AM,Amazonas
2016125,69640000,69640000,130406,130406,13,05,E,E,1015,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-4.2334175,-69.9311005,cep,nominatim_cep,aproximado_por_cep,Tabatinga,AM,Amazonas
2016141,69553125,69553125,130420,130420,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-23.4647655,-46.8584264,cep,nominatim_cep,aproximado_por_cep,Tefé,AM,Amazonas
2016354,69220150,69220150,130068,130068,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Boa Vista do Ramos,AM,Amazonas
2016397,69880000,69880000,130140,130140,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-6.6585254,-69.8720872,cep,nominatim_cep,aproximado_por_cep,Eirunepé,AM,Amazonas
2016419,69820000,69820000,130090,130090,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Canutama,AM,Amazonas
2016451,69540000,69540000,130002,130002,13,02,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-15.8032581,-47.8854767,cep,nominatim_cep,aproximado_por_cep,Alvarães,AM,Amazonas
2016478,69740000,69740000,130360,130360,13,05,M,M,1244,202601,True,True,True,cep,cep,cep->municipio->uf,2026-01,CNES / DATASUS / ST,CNES presentes no SINAN meningite,-0.4941333,-64.7200948,cep,nominatim_cep,aproximado_por_cep,Santa Isabel do Rio Negro,AM,Amazonas
