cnes_codigo,cod_cep,cep_limpo,cep_valido,codufmun,municipio_codigo_6,municipio6_valido,uf_codigo,uf_valida,spatial_resolution_potencial,TP_UNID,TPGESTAO,ESFERA_A,NAT_JUR,COMPETEN
0000019,54580530,54580530,True,260290,260290,True,26,True,cep,04,M,M,1244,202601
0000035,54535430,54535430,True,260290,260290,True,26,True,cep,05,M,M,1244,202601
0000051,54520250,54520250,True,260290,260290,True,26,True,cep,04,M,M,1244,202601
0000221,54505560,54505560,True,260290,260290,True,26,True,cep,05,M,M,2062,202601
0000280,54505560,54505560,True,260290,260290,True,26,True,cep,02,M,M,1244,202601
0000337,54505560,54505560,True,260290,260290,True,26,True,cep,02,M,M,1244,202601
0000396,50740900,50740900,True,261160,261160,True,26,True,cep,05,E,E,2011,202601
0000418,52051380,52051380,True,261160,261160,True,26,True,cep,05,E,E,1023,202601
0000426,50920592,50920592,True,261160,261160,True,26,True,cep,05,E,E,1023,202601
0000434,50070555,50070555,True,261160,261160,True,26,True,cep,05,D,D,3999,202601
0000477,50100130,50100130,True,261160,261160,True,26,True,cep,05,E,E,1147,202601
0000531,50770100,50770100,True,261160,261160,True,26,True,cep,04,M,M,1244,202601
0000566,52060000,52060000,True,261160,261160,True,26,True,cep,05,D,D,3069,202601
0000582,50040000,50040000,True,261160,261160,True,26,True,cep,07,E,E,3999,202601
0000590,50720715,50720715,True,261160,261160,True,26,True,cep,04,M,M,1244,202601
0000604,52121030,52121030,True,261160,261160,True,26,True,cep,04,M,M,1244,202601
0000612,52051020,52051020,True,261160,261160,True,26,True,cep,04,M,M,1244,202601
0000655,52010040,52010040,True,261160,261160,True,26,True,cep,05,E,E,1023,202601
0000671,51230000,51230000,True,261160,261160,True,26,True,cep,05,M,M,1244,202601
0000701,50770400,50770400,True,261160,261160,True,26,True,cep,07,M,M,1244,202601
0000930,50870901,50870901,True,261160,261160,True,26,True,cep,07,M,M,1244,202601
0000981,52050150,52050150,True,261160,261160,True,26,True,cep,05,E,E,1147,202601
0001015,52051020,52051020,True,261160,261160,True,26,True,cep,07,M,M,1244,202601
0001120,52010902,52010902,True,261160,261160,True,26,True,cep,05,D,D,3999,202601
0001252,50080730,50080730,True,261160,261160,True,26,True,cep,02,M,M,1244,202601
0002062,51330240,51330240,True,261160,261160,True,26,True,cep,02,M,M,1244,202601
0002232,49072720,49072720,True,280030,280030,True,28,True,cep,05,E,E,3999,202601
0002275,49065000,49065000,True,280030,280030,True,28,True,cep,05,M,M,3999,202601
0002283,49055210,49055210,True,280030,280030,True,28,True,cep,05,E,E,3069,202601
0002372,49030290,49030290,True,280030,280030,True,28,True,cep,05,M,M,1244,202601
0002534,49060025,49060025,True,280030,280030,True,28,True,cep,05,M,M,2011,202601
0002585,49015400,49015400,True,280030,280030,True,28,True,cep,05,M,M,2054,202601
0003077,49072470,49072470,True,280030,280030,True,28,True,cep,36,E,E,1023,202601
0003778,40411900,40411900,True,292740,292740,True,29,True,cep,05,E,E,1023,202601
0003786,40285001,40285001,True,292740,292740,True,29,True,cep,07,D,D,3999,202601
0003794,40279080,40279080,True,292740,292740,True,29,True,cep,07,E,E,1023,202601
0003808,41253190,41253190,True,292740,292740,True,29,True,cep,05,M,M,2054,202601
0003816,40110060,40110060,True,292740,292740,True,29,True,cep,05,D,D,1104,202601
0003832,40050410,40050410,True,292740,292740,True,29,True,cep,05,D,D,3999,202601
0003840,41342395,41342395,True,292740,292740,True,29,True,cep,07,E,E,1023,202601
0003859,41180900,41180900,True,292740,292740,True,29,True,cep,05,E,E,1023,202601
0003875,40320010,40320010,True,292740,292740,True,29,True,cep,05,E,E,1023,202601
0003913,40290200,40290200,True,292740,292740,True,29,True,cep,73,E,E,1023,202601
0003980,41310295,41310295,True,292740,292740,True,29,True,cep,05,E,E,1023,202601
0003999,40310000,40310000,True,292740,292740,True,29,True,cep,02,M,M,1244,202601
0004030,41205140,41205140,True,292740,292740,True,29,True,cep,02,M,M,1244,202601
0004065,40320350,40320350,True,292740,292740,True,29,True,cep,07,E,E,1023,202601
0004073,40320840,40320840,True,292740,292740,True,29,True,cep,05,E,E,1023,202601
0004081,99999999,99999999,True,292740,292740,True,29,True,cep,07,E,E,1023,202601
0004162,40295010,40295010,True,292740,292740,True,29,True,cep,80,E,E,1023,202601
0004170,99999999,99999999,True,292740,292740,True,29,True,cep,07,E,E,1023,202601
0004251,40140901,40140901,True,292740,292740,True,29,True,cep,05,D,D,3999,202601
0004278,40050050,40050050,True,292740,292740,True,29,True,cep,07,D,D,3999,202601
0004294,40230900,40230900,True,292740,292740,True,29,True,cep,05,E,E,1023,202601
0004340,41610655,41610655,True,292740,292740,True,29,True,cep,73,M,M,1244,202601
0004359,41925300,41925300,True,292740,292740,True,29,True,cep,02,M,M,1244,202601
0004456,41338800,41338800,True,292740,292740,True,29,True,cep,21,E,E,1023,202601
0004596,99999999,99999999,True,292740,292740,True,29,True,cep,02,M,M,1244,202601
0004731,40055150,40055150,True,292740,292740,True,29,True,cep,07,E,E,1104,202601
0004766,41710450,41710450,True,292740,292740,True,29,True,cep,02,M,M,1244,202601
0004774,41200020,41200020,True,292740,292740,True,29,True,cep,73,M,M,1244,202601
0004898,41130000,41130000,True,292740,292740,True,29,True,cep,02,M,M,1244,202601
0004987,40050410,40050410,True,292740,292740,True,29,True,cep,05,E,E,1023,202601
0005282,41334320,41334320,True,292740,292740,True,29,True,cep,02,M,M,1244,202601
0005363,40391286,40391286,True,292740,292740,True,29,True,cep,20,E,E,1023,202601
0005428,41332010,41332010,True,292740,292740,True,29,True,cep,07,E,E,1023,202601
0006785,41280119,41280119,True,292740,292740,True,29,True,cep,02,M,M,1244,202601
0006890,41195200,41195200,True,292740,292740,True,29,True,cep,02,M,M,1244,202601
0006939,40470380,40470380,True,292740,292740,True,29,True,cep,02,M,M,1244,202601
0007587,40365230,40365230,True,292740,292740,True,29,True,cep,73,E,E,1023,202601
0007641,68745000,68745000,True,150240,150240,True,15,True,cep,05,D,D,3999,202601
0007684,68743010,68743010,True,150240,150240,True,15,True,cep,05,M,M,3999,202601
0008028,06013070,06013070,True,353440,353440,True,35,True,cep,05,M,M,1244,202601
0008036,06233020,06233020,True,353440,353440,True,35,True,cep,07,M,M,1244,202601
0008052,06216240,06216240,True,353440,353440,True,35,True,cep,05,E,E,1023,202601
0008060,06080000,06080000,True,353440,353440,True,35,True,cep,04,M,M,1244,202601
0008087,06132002,06132002,True,353440,353440,True,35,True,cep,20,M,M,1244,202601
0008141,06223200,06223200,True,353440,353440,True,35,True,cep,20,M,M,1244,202601
0008230,06162140,06162140,True,353440,353440,True,35,True,cep,02,M,M,1244,202601
0008281,06132280,06132280,True,353440,353440,True,35,True,cep,02,M,M,1244,202601
0008338,06223000,06223000,True,353440,353440,True,35,True,cep,02,M,M,1244,202601
0008494,09210240,09210240,True,354780,354780,True,35,True,cep,73,M,M,1244,202601
0008605,09181720,09181720,True,354780,354780,True,35,True,cep,02,M,M,1244,202601
0008699,09170000,09170000,True,354780,354780,True,35,True,cep,02,M,M,1244,202601
0008788,09130400,09130400,True,354780,354780,True,35,True,cep,02,M,M,1244,202601
0008818,09090400,09090400,True,354780,354780,True,35,True,cep,50,M,M,1244,202601
0008826,09180070,09180070,True,354780,354780,True,35,True,cep,02,M,M,1244,202601
0008923,09030320,09030320,True,354780,354780,True,35,True,cep,05,M,M,1244,202601
0008958,09010130,09010130,True,354780,354780,True,35,True,cep,02,M,M,1244,202601
0008990,12212000,12212000,True,354990,354990,True,35,True,cep,02,M,M,1244,202601
0009040,12225732,12225732,True,354990,354990,True,35,True,cep,02,M,M,1244,202601
0009296,12212500,12212500,True,354990,354990,True,35,True,cep,73,M,M,1244,202601
0009539,12245280,12245280,True,354990,354990,True,35,True,cep,05,M,M,3999,202601
0009601,12212110,12212110,True,354990,354990,True,35,True,cep,05,M,M,3999,202601
0009628,12220280,12220280,True,354990,354990,True,35,True,cep,05,M,M,1244,202601
0009709,79080190,79080190,True,500270,500270,True,50,True,cep,05,M,M,2011,202601
0009717,79002250,79002250,True,500270,500270,True,50,True,cep,05,M,M,3999,202601
0009725,79084180,79084180,True,500270,500270,True,50,True,cep,05,E,E,1147,202601
0009733,79017200,79017200,True,500270,500270,True,50,True,cep,05,M,M,3999,202601
0009768,79002201,79002201,True,500270,500270,True,50,True,cep,07,M,M,3999,202601
0009784,79002211,79002211,True,500270,500270,True,50,True,cep,05,M,M,2054,202601
0010081,79112190,79112190,True,500270,500270,True,50,True,cep,73,M,M,1244,202601
0010103,79034000,79034000,True,500270,500270,True,50,True,cep,73,M,M,1244,202601
0010448,79034180,79034180,True,500270,500270,True,50,True,cep,62,M,M,1244,202601
0010456,70335900,70335900,True,530010,530010,True,53,True,cep,05,E,E,3077,202601
0010464,70710100,70710100,True,530010,530010,True,53,True,cep,05,E,E,1023,202601
0010472,72405901,72405901,True,530010,530010,True,53,True,cep,05,E,E,1023,202601
0010480,72215270,72215270,True,530010,530010,True,53,True,cep,05,E,E,1023,202601
0010499,72120970,72120970,True,530010,530010,True,53,True,cep,05,E,E,1023,202601
0010502,73010901,73010901,True,530010,530010,True,53,True,cep,05,E,E,1023,202601
0010510,70310500,70310500,True,530010,530010,True,53,True,cep,05,E,E,1139,202601
0010529,73310000,73310000,True,530010,530010,True,53,True,cep,05,E,E,1023,202601
0010537,70203900,70203900,True,530010,530010,True,53,True,cep,05,E,E,1023,202601
0010545,72720660,72720660,True,530010,530010,True,53,True,cep,05,E,E,1023,202601
0010561,70673900,70673900,True,530010,530010,True,53,True,cep,05,E,E,1015,202601
0010626,72155000,72155000,True,530010,530010,True,53,True,cep,02,E,E,1023,202601
0010782,72507520,72507520,True,530010,530010,True,53,True,cep,02,E,E,1023,202601
0010790,71691047,71691047,True,530010,530010,True,53,True,cep,02,E,E,1023,202601
0010804,72620400,72620400,True,530010,530010,True,53,True,cep,02,E,E,1023,202601
0010936,72155000,72155000,True,530010,530010,True,53,True,cep,02,E,E,1023,202601
0011126,71720585,71720585,True,530010,530010,True,53,True,cep,02,E,E,1023,202601
0011134,72600200,72600200,True,530010,530010,True,53,True,cep,02,E,E,1023,202601
0011185,71725510,71725510,True,530010,530010,True,53,True,cep,02,E,E,1023,202601
0011274,71070380,71070380,True,530010,530010,True,53,True,cep,02,E,E,1023,202601
0011657,71100100,71100100,True,530010,530010,True,53,True,cep,02,E,E,1023,202601
0011738,29043260,29043260,True,320530,320530,True,32,True,cep,07,E,E,3999,202601
0011746,29025022,29025022,True,320530,320530,True,32,True,cep,05,D,D,3999,202601
0011800,29056030,29056030,True,320530,320530,True,32,True,cep,05,E,E,1023,202601
0011835,29031847,29031847,True,320530,320530,True,32,True,cep,73,M,M,1244,202601
0011991,29015160,29015160,True,320530,320530,True,32,True,cep,05,E,E,3999,202601
0012017,29050720,29050720,True,320530,320530,True,32,True,cep,05,E,E,1023,202601
0012262,29010680,29010680,True,320530,320530,True,32,True,cep,02,M,M,1244,202601
0012505,24033900,24033900,True,330330,330330,True,33,True,cep,05,M,M,2011,202601
0012513,24070090,24070090,True,330330,330330,True,33,True,cep,05,M,M,1155,202601
0012521,24355090,24355090,True,330330,330330,True,33,True,cep,05,E,E,1023,202601
0012548,24240705,24240705,True,330330,330330,True,33,True,cep,05,M,M,1023,202601
0012580,24230265,24230265,True,330330,330330,True,33,True,cep,04,M,M,1155,202601
0012599,24130616,24130616,True,330330,330330,True,33,True,cep,07,M,M,1155,202601
0012602,24030221,24030221,True,330330,330330,True,33,True,cep,04,M,M,1155,202601
0012637,24130082,24130082,True,330330,330330,True,33,True,cep,04,M,M,1155,202601
0012645,24110310,24110310,True,330330,330330,True,33,True,cep,04,M,M,1155,202601
0012726,24346040,24346040,True,330330,330330,True,33,True,cep,04,M,M,1155,202601
0012734,24310400,24310400,True,330330,330330,True,33,True,cep,04,M,M,1155,202601
0012769,24110310,24110310,True,330330,330330,True,33,True,cep,07,E,E,1023,202601
0012831,24320150,24320150,True,330330,330330,True,33,True,cep,02,M,M,1279,202601
0012904,24350135,24350135,True,330330,330330,True,33,True,cep,04,M,M,1155,202601
0012912,24370195,24370195,True,330330,330330,True,33,True,cep,04,M,M,1155,202601
0013021,24110814,24110814,True,330330,330330,True,33,True,cep,02,M,M,1279,202601
0013129,83850000,83850000,True,410030,410030,True,41,True,cep,73,D,D,1244,202601
0013633,83434286,83434286,True,410400,410400,True,41,True,cep,05,E,E,3999,202601
0013641,83435005,83435005,True,410400,410400,True,41,True,cep,02,M,M,1244,202601
0013773,83870011,83870011,True,410410,410410,True,41,True,cep,02,M,M,1244,202601
0013781,83870011,83870011,True,410410,410410,True,41,True,cep,02,M,M,1244,202601
0013838,83601050,83601050,True,410420,410420,True,41,True,cep,05,E,E,3999,202601
0013846,83606177,83606177,True,410420,410420,True,41,True,cep,05,E,E,2054,202601
0013897,83608390,83608390,True,410420,410420,True,41,True,cep,02,M,M,1244,202601
0013978,83601460,83601460,True,410420,410420,True,41,True,cep,02,M,M,1244,202601
0014109,87302970,87302970,True,410430,410430,True,41,True,cep,05,E,E,3999,202601
0014117,87302220,87302220,True,410430,410430,True,41,True,cep,68,M,M,1244,202601
0014125,87302080,87302080,True,410430,410430,True,41,True,cep,05,M,M,3999,202601
0014176,87305140,87305140,True,410430,410430,True,41,True,cep,73,M,M,1244,202601
0014915,83407420,83407420,True,410580,410580,True,41,True,cep,02,M,M,1244,202601
0014931,83403000,83403000,True,410580,410580,True,41,True,cep,02,M,M,1244,202601
0014990,83405040,83405040,True,410580,410580,True,41,True,cep,73,D,D,1244,202601
0015172,83730280,83730280,True,410620,410620,True,41,True,cep,16,M,M,1244,202601
0015180,83730203,83730203,True,410620,410620,True,41,True,cep,05,E,E,1244,202601
0015245,80730150,80730150,True,410690,410690,True,41,True,cep,05,D,D,3999,202601
0015318,80810040,80810040,True,410690,410690,True,41,True,cep,05,D,D,3999,202601
0015334,80010030,80010030,True,410690,410690,True,41,True,cep,05,D,D,3999,202601
0015369,81050000,81050000,True,410690,410690,True,41,True,cep,05,D,D,1023,202601
0015407,80050350,80050350,True,410690,410690,True,41,True,cep,05,D,D,3999,202601
0015415,80060195,80060195,True,410690,410690,True,41,True,cep,05,E,E,1023,202601
0015423,80420011,80420011,True,410690,410690,True,41,True,cep,05,M,M,3999,202601
0015563,80240031,80240031,True,410690,410690,True,41,True,cep,07,D,D,3999,202601
0015644,81520060,81520060,True,410690,410690,True,41,True,cep,07,D,D,3999,202601
0015660,82820450,82820450,True,410690,410690,True,41,True,cep,05,M,M,2062,202601
0015717,80010100,80010100,True,410690,410690,True,41,True,cep,07,M,M,2143,202601
0015962,80030001,80030001,True,410690,410690,True,41,True,cep,05,M,M,2054,202601
0016462,81925410,81925410,True,410690,410690,True,41,True,cep,05,M,M,1279,202601
0016926,82020470,82020470,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017043,82920420,82920420,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017108,82950070,82950070,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017116,81570430,81570430,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017124,81810550,81810550,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017132,81770580,81770580,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017140,81730090,81730090,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017167,81630160,81630160,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017175,81820360,81820360,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017205,81650140,81650140,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017248,81730350,81730350,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017264,81870020,81870020,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017396,82510000,82510000,True,410690,410690,True,41,True,cep,73,M,M,1244,202601
0017469,82700200,82700200,True,410690,410690,True,41,True,cep,02,M,M,1244,202601
0017574,83833056,83833056,True,410765,410765,True,41,True,cep,05,D,D,2062,202601
0017663,83751530,83751530,True,411320,411320,True,41,True,cep,05,E,E,1023,202601
0017779,83800058,83800058,True,411430,411430,True,41,True,cep,05,E,E,1244,202601
0017833,83800052,83800052,True,411430,411430,True,41,True,cep,02,M,M,1244,202601
0017868,85501250,85501250,True,411850,411850,True,41,True,cep,05,M,M,3999,202601
0017884,85505010,85505010,True,411850,411850,True,41,True,cep,05,M,M,3999,202601
0017922,85501272,85501272,True,411850,411850,True,41,True,cep,39,M,M,2062,202601
0018090,83326000,83326000,True,411915,411915,True,41,True,cep,05,E,E,3069,202601
0018260,83327700,83327700,True,411915,411915,True,41,True,cep,07,E,E,1023,202601
0018333,83323232,83323232,True,411915,411915,True,41,True,cep,05,E,E,1244,202601
0018376,83301530,83301530,True,411950,411950,True,41,True,cep,02,M,M,1244,202601
0018600,83540072,83540072,True,412220,412220,True,41,True,cep,05,E,E,2062,202601
0018694,83880065,83880065,True,412230,412230,True,41,True,cep,05,D,D,3999,202601
0018791,83045260,83045260,True,412550,412550,True,41,True,cep,02,M,M,1244,202601
0018848,83090110,83090110,True,412550,412550,True,41,True,cep,02,M,M,1244,202601
0018856,83005010,83005010,True,412550,412550,True,41,True,cep,02,M,M,1244,202601
0019127,83023991,83023991,True,412550,412550,True,41,True,cep,02,M,M,1244,202601
0019151,83015290,83015290,True,412550,412550,True,41,True,cep,02,M,M,1244,202601
0019186,83190150,83190150,True,412760,412760,True,41,True,cep,36,D,D,1244,202601
0019194,83190066,83190066,True,412760,412760,True,41,True,cep,05,D,D,1244,202601
0019283,88015270,88015270,True,420540,420540,True,42,True,cep,05,E,E,1023,202601
0019305,88090350,88090350,True,420540,420540,True,42,True,cep,05,E,E,1023,202601
0019402,88020210,88020210,True,420540,420540,True,42,True,cep,05,M,M,3999,202601
0019445,88034000,88034000,True,420540,420540,True,42,True,cep,07,E,E,1023,202601
0020486,54505150,54505150,True,260290,260290,True,26,True,cep,02,M,M,1244,202601
0020516,52070660,52070660,True,261160,261160,True,26,True,cep,05,M,M,1244,202601
0021520,09171120,09171120,True,354780,354780,True,35,True,cep,73,M,M,1244,202601
0022217,50110150,50110150,True,261160,261160,True,26,True,cep,02,M,M,1244,202601
0022543,30690170,30690170,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0022683,30626002,30626002,True,310620,310620,True,31,True,cep,73,M,M,1244,202601
0022748,30668090,30668090,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0022926,31015104,31015104,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0022985,30280050,30280050,True,310620,310620,True,31,True,cep,04,M,M,1244,202601
0022993,30260270,30260270,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0023051,31910040,31910040,True,310620,310620,True,31,True,cep,73,M,M,1244,202601
0023116,31980390,31980390,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0023183,31130380,31130380,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0023248,31742529,31742529,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0023272,31814463,31814463,True,310620,310620,True,31,True,cep,73,M,M,1244,202601
0023280,31998250,31998250,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0023310,30421484,30421484,True,310620,310620,True,31,True,cep,73,M,M,1244,202601
0023361,30510000,30510000,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0023442,30550340,30550340,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0023485,31365300,31365300,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0023574,31630572,31630572,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0023582,31515000,31515000,True,310620,310620,True,31,True,cep,73,M,M,1244,202601
0023698,31578060,31578060,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0023868,30360650,30360650,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0023914,30730470,30730470,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0023965,30880600,30880600,True,310620,310620,True,31,True,cep,02,M,M,1244,202601
0024074,74495160,74495160,True,520870,520870,True,52,True,cep,07,M,M,1031,202601
0024228,09015080,09015080,True,354780,354780,True,35,True,cep,73,M,M,1244,202601
0024600,27215530,27215530,True,330630,330630,True,33,True,cep,04,M,M,1031,202601
0025135,27253610,27253610,True,330630,330630,True,33,True,cep,05,M,M,1120,202601
0025143,27277130,27277130,True,330630,330630,True,33,True,cep,05,M,M,1031,202601
0025186,27251260,27251260,True,330630,330630,True,33,True,cep,05,M,M,3069,202601
0025291,85504080,85504080,True,411850,411850,True,41,True,cep,02,M,M,1244,202601
0025690,49047180,49047180,True,280030,280030,True,28,True,cep,02,M,M,1244,202601
0025720,31010074,31010074,True,310620,310620,True,31,True,cep,68,M,M,1244,202601
0025968,27261170,27261170,True,330630,330630,True,33,True,cep,70,M,M,1031,202601
0026050,27255430,27255430,True,330630,330630,True,33,True,cep,05,M,M,3999,202601
0026301,52081530,52081530,True,261160,261160,True,26,True,cep,02,M,M,1244,202601
0026352,51340240,51340240,True,261160,261160,True,26,True,cep,02,M,M,1244,202601
0026417,12235621,12235621,True,354990,354990,True,35,True,cep,05,M,M,1244,202601
0026476,49010410,49010410,True,280030,280030,True,28,True,cep,62,M,M,2062,202601
0026727,30130110,30130110,True,310620,310620,True,31,True,cep,05,M,M,2054,202601
0026794,31844130,31844130,True,310620,310620,True,31,True,cep,07,M,M,3069,202601
0026808,30220330,30220330,True,310620,310620,True,31,True,cep,05,M,M,3999,202601
0026824,30110072,30110072,True,310620,310620,True,31,True,cep,05,M,M,2054,202601
0026840,31110580,31110580,True,310620,310620,True,31,True,cep,05,M,M,3069,202601
0026859,30110934,30110934,True,310620,310620,True,31,True,cep,05,M,M,3069,202601
0026921,30130100,30130100,True,310620,310620,True,31,True,cep,05,M,M,1147,202601
0026948,30130110,30130110,True,310620,310620,True,31,True,cep,07,M,M,1147,202601
0026964,30730540,30730540,True,310620,310620,True,31,True,cep,05,M,M,1147,202601
0026972,30110064,30110064,True,310620,310620,True,31,True,cep,07,M,M,1147,202601
0026999,30110013,30110013,True,310620,310620,True,31,True,cep,07,M,M,1147,202601
0027014,30150221,30150221,True,310620,310620,True,31,True,cep,05,M,M,3999,202601
0027022,30620470,30620470,True,310620,310620,True,31,True,cep,05,M,M,1147,202601
0027049,30130100,30130100,True,310620,310620,True,31,True,cep,05,M,M,2011,202601
0027618,30285255,30285255,True,310620,310620,True,31,True,cep,73,M,M,1244,202601
0027685,31015015,31015015,True,310620,310620,True,31,True,cep,07,M,M,2143,202601
0027820,31255170,31255170,True,310620,310620,True,31,True,cep,07,M,M,2062,202601
0027847,30190130,30190130,True,310620,310620,True,31,True,cep,05,M,M,2054,202601
0027863,31744012,31744012,True,310620,310620,True,31,True,cep,05,M,M,3069,202601
0027871,30150310,30150310,True,310620,310620,True,31,True,cep,07,M,M,2054,202601
0027898,30130090,30130090,True,310620,310620,True,31,True,cep,62,M,M,2062,202601
0027944,31015065,31015065,True,310620,310620,True,31,True,cep,07,M,M,2054,202601
0027952,30150310,30150310,True,310620,310620,True,31,True,cep,07,M,M,2054,202601
0027979,31130122,31130122,True,310620,310620,True,31,True,cep,05,M,M,2054,202601
0027987,30110001,30110001,True,310620,310620,True,31,True,cep,05,M,M,1023,202601
0027995,30190081,30190081,True,310620,310620,True,31,True,cep,05,M,M,2046,202601
0028177,29050290,29050290,True,320530,320530,True,32,True,cep,02,M,M,1244,202601
0028460,41110200,41110200,True,292740,292740,True,29,True,cep,73,M,M,1244,202601
0028568,41253330,41253330,True,292740,292740,True,29,True,cep,73,M,M,1244,202601
0028657,52051060,52051060,True,261160,261160,True,26,True,cep,70,M,M,1244,202601
0029068,51320670,51320670,True,261160,261160,True,26,True,cep,02,M,M,1244,202601
0029114,50770380,50770380,True,261160,261160,True,26,True,cep,02,M,M,1244,202601
0040061,18117233,18117233,True,355700,355700,True,35,True,cep,73,M,M,1244,202601
0046701,35182419,35182419,True,316870,316870,True,31,True,cep,73,M,M,1244,202601
0049867,71927360,71927360,True,530010,530010,True,53,True,cep,05,E,E,2054,202601
0054240,11669470,11669470,True,351050,351050,True,35,True,cep,73,M,M,1244,202601
0062502,66023710,66023710,True,150140,150140,True,15,True,cep,36,E,E,1023,202601
0065773,68400000,68400000,True,150210,150210,True,15,True,cep,73,M,M,1244,202601
0068519,25730740,25730740,True,330390,330390,True,33,True,cep,73,M,M,1244,202601
0071048,88338270,88338270,True,420200,420200,True,42,True,cep,73,M,M,1244,202601
0081825,18606730,18606730,True,350750,350750,True,35,True,cep,05,M,M,2143,202601
0086673,60135285,60135285,True,230440,230440,True,23,True,cep,05,E,E,1023,202601
0089338,20775090,20775090,True,330455,330455,True,33,True,cep,05,M,M,2054,202601
0102075,01309010,01309010,True,355030,355030,True,35,True,cep,05,M,M,1031,202601
0102105,02806160,02806160,True,355030,355030,True,35,True,cep,05,M,M,1031,202601
0102229,11025190,11025190,True,354850,354850,True,35,True,cep,73,M,M,1244,202601
0104701,94380000,94380000,True,430905,430905,True,43,True,cep,50,M,M,1244,202601
0106453,28899422,28899422,True,330452,330452,True,33,True,cep,73,M,M,1244,202601
0106860,48900098,48900098,True,291840,291840,True,29,True,cep,07,M,M,1244,202601
0107239,62850000,62850000,True,230350,230350,True,23,True,cep,73,M,M,1244,202601
0113115,24445370,24445370,True,330490,330490,True,33,True,cep,05,M,M,1244,202601
0113964,52010140,52010140,True,261160,261160,True,26,True,cep,05,M,M,1023,202601
0131237,24812222,24812222,True,330190,330190,True,33,True,cep,05,M,M,1244,202601
0136581,57083410,57083410,True,270430,270430,True,27,True,cep,05,E,E,1023,202601
0144991,35524272,35524272,True,314520,314520,True,31,True,cep,73,M,M,2054,202601
0161438,04916000,04916000,True,355030,355030,True,35,True,cep,05,M,M,1031,202601
0179817,68181010,68181010,True,150360,150360,True,15,True,cep,05,E,E,1023,202601
0181927,99999999,99999999,True,430930,430930,True,43,True,cep,05,E,E,3999,202601
0183229,62327460,62327460,True,231340,231340,True,23,True,cep,73,M,M,1244,202601
0203416,07095005,07095005,True,351880,351880,True,35,True,cep,36,M,M,2062,202601
0204595,40420010,40420010,True,292740,292740,True,29,True,cep,73,M,M,1244,202601
0213446,87014200,87014200,True,411520,411520,True,41,True,cep,04,M,M,2143,202601
0213896,24020071,24020071,True,330330,330330,True,33,True,cep,50,M,M,1155,202601
0220027,68746360,68746360,True,150240,150240,True,15,True,cep,05,E,E,1023,202601
0222356,72800620,72800620,True,521250,521250,True,52,True,cep,50,M,M,1244,202601
0255084,25075010,25075010,True,330170,330170,True,33,True,cep,36,M,M,2062,202601
0256293,18271200,18271200,True,355400,355400,True,35,True,cep,73,M,M,1244,202601
0262366,49120000,49120000,True,280320,280320,True,28,True,cep,73,M,M,1244,202601
0263192,05686902,05686902,True,355030,355030,True,35,True,cep,05,M,M,2062,202601
0263672,62940019,62940019,True,230870,230870,True,23,True,cep,73,M,M,1244,202601
0270865,38405280,38405280,True,317020,317020,True,31,True,cep,05,M,M,1244,202601
0359734,78210381,78210381,True,510250,510250,True,51,True,cep,73,M,M,1244,202601
0372811,06463260,06463260,True,350570,350570,True,35,True,cep,20,M,M,1244,202601
0393290,05513100,05513100,True,355030,355030,True,35,True,cep,05,M,M,2062,202601
0405159,78556156,78556156,True,510790,510790,True,51,True,cep,05,M,M,3999,202601
0405663,95870000,95870000,True,430240,430240,True,43,True,cep,02,M,M,1244,202601
0454508,18565081,18565081,True,352100,352100,True,35,True,cep,73,M,M,1244,202601
0466611,03163030,03163030,True,355030,355030,True,35,True,cep,73,M,M,1031,202601
0473502,38401568,38401568,True,317020,317020,True,31,True,cep,05,M,M,1244,202601
0507237,90035005,90035005,True,431490,431490,True,43,True,cep,05,M,M,2062,202601
