cnes_codigo,municipio_codigo_6,municipio_nome,uf_sigla,latitude,longitude,centroide_lat,centroide_lon,spatial_resolution_final,spatial_source,geocode_quality,dist_km_to_expected_municipio,candidate_downgrade_to_municipio
2344874,260960,Olinda,PE,-15.8032581,-47.8854767,-7.993099511494914,-34.86636372282303,cep,nominatim_cep,aproximado_por_cep,1660.4049321266943,True
2344645,260960,Olinda,PE,-15.8032581,-47.8854767,-7.993099511494914,-34.86636372282303,cep,nominatim_cep,aproximado_por_cep,1660.4049321266943,True
2345331,260960,Olinda,PE,-15.8032581,-47.8854767,-7.993099511494914,-34.86636372282303,cep,nominatim_cep,aproximado_por_cep,1660.4049321266943,True
2664054,260960,Olinda,PE,-15.8032581,-47.8854767,-7.993099511494914,-34.86636372282303,cep,nominatim_cep,aproximado_por_cep,1660.4049321266943,True
3872181,260960,Olinda,PE,-15.8032581,-47.8854767,-7.993099511494914,-34.86636372282303,cep,nominatim_cep,aproximado_por_cep,1660.4049321266943,True
2561433,230523,Horizonte,CE,-15.8032581,-47.8854767,-4.102183804432703,-38.46500400637853,cep,nominatim_cep,aproximado_por_cep,1659.2887085133552,True
2224909,430190,Barra do Ribeiro,RS,-15.8032581,-47.8854767,-30.37386563031056,-51.35763273132345,cep,nominatim_cep,aproximado_por_cep,1658.329102609063,True
2224720,430190,Barra do Ribeiro,RS,-15.8032581,-47.8854767,-30.37386563031056,-51.35763273132345,cep,nominatim_cep,aproximado_por_cep,1658.329102609063,True
2713985,260005,Abreu e Lima,PE,-15.8032581,-47.8854767,-7.8796863868020735,-35.01912451743643,cep,nominatim_cep,aproximado_por_cep,1653.1829090611764,True
2713551,260005,Abreu e Lima,PE,-15.8032581,-47.8854767,-7.8796863868020735,-35.01912451743643,cep,nominatim_cep,aproximado_por_cep,1653.1829090611764,True
2713543,260005,Abreu e Lima,PE,-15.8032581,-47.8854767,-7.8796863868020735,-35.01912451743643,cep,nominatim_cep,aproximado_por_cep,1653.1829090611764,True
